id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6565470,Rental unit in Florence · ★4.67 · 2 bedrooms · 3 beds · 1 bath,34342643,Meri,,Centro Storico,43.787086,11.231526,Entire home/apt,139,2,3,2023-05-22,0.03,1,306,1,
6572269,Loft in Florence · ★4.88 · 1 bedroom · 2 beds · 2.5 baths,34371202,Claudio,,Centro Storico,43.7746,11.248,Entire home/apt,81,5,81,2023-05-31,0.83,1,0,12,
6578397,Rental unit in Florence · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,1672678,Alessandra,,Isolotto Legnaia,43.77334,11.20619,Private room,56,2,13,2023-06-10,0.29,1,0,9,
6593295,Rental unit in Florence · ★4.73 · 1 bedroom · 1 bed · 1 bath,34494341,Giancarlo,,Centro Storico,43.75141,11.24694,Entire home/apt,80,2,127,2019-11-03,1.29,1,157,0,
6593371,Rental unit in Florence · ★4.33 · 2 bedrooms · 3 beds · 1 bath,34493425,Elisa,,Isolotto Legnaia,43.77875,11.21778,Entire home/apt,70,2,3,2016-09-17,0.04,1,1,0,
6596305,Rental unit in Florence · ★4.87 · 1 bedroom · 2 beds · 1 bath,30211133,Leonardo,,Centro Storico,43.77404,11.24575,Entire home/apt,138,2,348,2023-05-24,3.55,2,42,29,048017LTN5092
6597526,Rental unit in Florence · ★4.75 · 1 bedroom · 1 bed · 1 bath,34515012,Marcella,,Centro Storico,43.77322,11.26624,Entire home/apt,61,2,431,2023-06-18,4.41,1,244,73,
6598920,Rental unit in Florence · ★4.89 · 2 bedrooms · 2 beds · 2 baths,8099609,Jacopo,,Centro Storico,43.78159,11.26014,Entire home/apt,490,3,9,2017-04-01,0.09,11,0,0,
6599513,Rental unit in Florence · ★4.80 · 1 bedroom · 2 beds · 1 bath,34525220,Giorgio,,Centro Storico,43.77599,11.2507,Private room,136,1,187,2023-06-02,1.97,12,9,16,
6599565,Rental unit in Florence · ★4.67 · 1 bedroom · 2 beds · 1 bath,34525220,Giorgio,,Centro Storico,43.77636,11.25041,Private room,144,1,229,2023-06-11,2.33,12,11,22,
6604728,Rental unit in Florence · ★4.89 · 1 bedroom · 2 beds · 1 bath,34527087,Lorenzo & Family,,Centro Storico,43.76507,11.24533,Entire home/apt,123,14,180,2023-05-24,1.85,2,135,11,
6606999,Loft in Florence · Studio · 2 beds · 1 bath,18847517,Francesca,,Rifredi,43.79366,11.23586,Entire home/apt,60,3,0,,,1,0,0,
6615490,Rental unit in Florence · ★4.88 · 1 bedroom · 1 bed · 1 bath,6658803,Alessandra,,Centro Storico,43.76527563235223,11.24493748317182,Entire home/apt,130,3,26,2023-06-14,0.43,1,151,15,
6617129,Rental unit in Florence · ★4.63 · 2 bedrooms · 3 beds · 1 bath,16244628,Keys,,Centro Storico,43.7704,11.25468,Entire home/apt,430,1,243,2023-06-14,2.55,14,227,18,
6619752,Condo in Florence · ★4.61 · 2 bedrooms · 5 beds · 1 bath,4677306,Marialaura,,Centro Storico,43.78227996826172,11.2435941696167,Entire home/apt,140,2,173,2023-06-19,1.95,6,122,43,048017AFR2075
6631991,Rental unit in Florence · 1 bedroom · 1 bed · 1 bath,34714918,Paola,,Centro Storico,43.78209,11.24407,Private room,35,1,0,,,1,0,0,
6639019,Home in Florence · ★4.50 · 2 bedrooms · 3 beds · 2 baths,34748110,Jelle,,Campo di Marte,43.79038,11.27168,Entire home/apt,70,1,5,2015-08-02,0.05,1,0,0,
6646717,Rental unit in Florence · ★4.87 · 3 bedrooms · 3 beds · 2 baths,34791980,Alessandra,,Gavinana Galluzzo,43.759,11.29002,Entire home/apt,85,5,15,2022-12-31,0.16,1,1,5,
6654909,Rental unit in Florence · ★4.79 · 1 bedroom · 2 beds · 1 bath,3170412,Luca,,Centro Storico,43.76626,11.24875,Entire home/apt,165,3,126,2023-05-25,1.30,21,72,11,
6657419,Rental unit in Florence · ★4.82 · 2 bedrooms · 3 beds · 1 bath,34844339,Simona,,Centro Storico,43.76944,11.25382,Entire home/apt,224,2,159,2023-06-21,1.63,1,208,42,
6657718,Rental unit in Florence · ★4.89 · 1 bedroom · 2 beds · 1 bath,34814845,Federico,,Centro Storico,43.76761,11.24049,Entire home/apt,6000,2,254,2020-09-01,2.65,1,79,0,
6663614,Rental unit in Florence · ★4.91 · 1 bedroom · 1 bed · 1 bath,13773417,Lorenzo,,Centro Storico,43.77023,11.25905,Entire home/apt,60,3,385,2023-06-11,3.95,2,84,54,
6666368,Rental unit in Florence · ★4.74 · 1 bedroom · 1 bed · 1 bath,15217680,What About,,Centro Storico,43.76377,11.25767,Entire home/apt,108,2,140,2023-06-07,1.44,16,292,31,
6666469,Loft in Florence · ★4.60 · 1 bedroom · 1 bed · 1 bath,15217680,What About,,Centro Storico,43.76957,11.26043,Entire home/apt,111,2,199,2023-06-03,2.04,16,277,34,
6671968,Rental unit in Florence · ★4.89 · 1 bedroom · 1 bed · 1 bath,34920124,Ada,,Centro Storico,43.7745,11.25853,Entire home/apt,112,5,302,2023-06-04,3.12,3,51,48,
6671988,Rental unit in Florence · ★4.97 · 2 bedrooms · 4 beds · 2 baths,18315784,Lorenzo,,Campo di Marte,43.7792,11.26927,Entire home/apt,120,4,31,2022-09-11,0.32,1,256,3,
6674532,Home in Florence · 1 bedroom · 2 beds · 1 bath,34894071,Daria,,Gavinana Galluzzo,43.74578,11.26073,Entire home/apt,85,5,0,,,1,0,0,
6680610,Loft in Florence · ★4.80 · 2 bedrooms · 3 beds · 2.5 baths,20265934,Paolo,,Centro Storico,43.77763,11.25392,Entire home/apt,196,3,139,2023-06-14,1.47,1,268,24,
6681147,Rental unit in Florence · ★4.81 · 3 bedrooms · 5 beds · 2 baths,477055,Anna Rebecca,,Centro Storico,43.77723,11.24978,Entire home/apt,259,1,527,2023-06-07,5.40,1,169,89,
6684738,Rental unit in Florence · ★4.90 · Studio · 1 bed · 1 bath,34986363,Alessandro,,Gavinana Galluzzo,43.74357,11.23816,Entire home/apt,75,7,208,2023-02-01,2.13,3,249,10,
6688829,Rental unit in Florence · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,27531650,Francesca,,Rifredi,43.7938,11.21259,Private room,48,1,187,2023-06-19,2.15,3,125,56,
6696483,Rental unit in Florence · 1 bedroom · 1 bed · 1 private bath,7280596,Gianna,,Centro Storico,43.77888,11.26359,Private room,38,30,1,2018-05-15,0.02,1,264,0,
6696770,Home in Florence · ★4.93 · 1 bedroom · 2 beds · 1 bath,5272126,Elena,,Gavinana Galluzzo,43.73171,11.21055,Entire home/apt,260,5,27,2022-08-09,0.28,13,31,6,
6710503,Rental unit in Florence · ★4.66 · 1 bedroom · 1 bed · 1 bath,15217680,What About,,Centro Storico,43.77135,11.25649,Entire home/apt,108,2,158,2023-06-06,1.64,16,42,9,
6727934,Home in Florence · ★4.55 · 2 bedrooms · 3 beds · 1 bath,35231724,Andrea,,Campo di Marte,43.78842,11.26501,Entire home/apt,81,1,97,2018-08-27,1.06,1,0,0,
6732392,Rental unit in Florence · ★4.82 · 1 bedroom · 1 bed · 1 bath,33024779,Luca,,Gavinana Galluzzo,43.75964,11.2875,Entire home/apt,135,2,28,2021-11-14,0.30,2,287,0,
6734236,Rental unit in Florence · ★4.62 · 4 bedrooms · 8 beds · 3.5 baths,6850088,E.M. Di Del Bianco Ernesto & C.,,Centro Storico,43.76745,11.25796,Entire home/apt,542,3,37,2023-05-14,0.39,6,250,14,
6740742,Rental unit in Florence · ★4.53 · 2 bedrooms · 4 beds · 1 bath,35297686,Carlo,,Centro Storico,43.77275848388672,11.24526309967041,Entire home/apt,232,3,19,2023-06-09,0.19,1,363,6,
6755438,Condo in Florence · ★4.67 · 1 bedroom · 2 beds · 1 bath,35369131,Silvia,,Centro Storico,43.784119,11.233798,Entire home/apt,112,2,15,2023-06-19,0.17,3,342,2,
6758555,Rental unit in Florence · ★4.81 · 2 bedrooms · 5 beds · 1 bath,34446338,Serena,,Centro Storico,43.77,11.26165,Entire home/apt,110,2,16,2021-08-12,0.19,1,178,0,
6760458,Home in Florence · ★4.86 · 1 bedroom · 8 beds · 2 shared baths,6196732,Maurizio,,Campo di Marte,43.78995,11.27101,Private room,25,2,230,2022-05-10,2.36,3,130,0,
6765189,Rental unit in Florence · ★4.81 · 3 bedrooms · 3 beds · 1 bath,33292755,Tommaso,,Centro Storico,43.76897,11.26537,Entire home/apt,130,3,72,2021-08-17,0.74,1,158,0,
6774153,Rental unit in Florence · ★4.69 · 2 bedrooms · 3 beds · 1 bath,4878667,Jacopo,,Rifredi,43.79435,11.23568,Entire home/apt,96,2,68,2023-05-11,0.75,2,90,18,
6787166,Rental unit in Florence · ★4.67 · 1 bedroom · 1 bed · 1 bath,35534250,Rony,,Campo di Marte,43.76948,11.27488,Private room,30,5,4,2015-08-31,0.04,1,0,0,
6793235,Home in Florence · ★4.85 · 1 bedroom · 3 beds · 2 shared baths,6196732,Maurizio,,Campo di Marte,43.79172,11.27111,Private room,34,2,253,2023-06-12,2.59,3,183,28,
6794687,Home in Florence · ★4.87 · 1 bedroom · 1 bed · 2 baths,6196732,Maurizio,,Campo di Marte,43.78969,11.27108,Private room,32,2,323,2023-06-15,3.40,3,180,49,
6804466,Rental unit in Florence · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,22883727,Giada,,Centro Storico,43.78627,11.2359,Private room,57,30,18,2022-12-10,0.21,3,100,4,
6807341,Rental unit in Florence · 1 bedroom · 1 bed · 1 bath,35634651,Marco,,Centro Storico,43.77049,11.25678,Entire home/apt,130,2,2,2020-01-02,0.04,1,208,0,
6815404,Bed and breakfast in Florence · ★4.70 · 1 bedroom · 1 bed · 1 private bath,7105929,Daniela,,Centro Storico,43.77875518798828,11.254937171936035,Private room,106,2,113,2023-02-25,1.22,4,92,22,
6816527,Home in Florence · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,35692021,Marzia,,Centro Storico,43.76339,11.260743,Private room,60,3,42,2023-06-19,2.87,2,94,31,
6817385,Rental unit in Florence · ★4.88 · 1 bedroom · 1 bed · 1 bath,35697422,Daniele,,Centro Storico,43.76669,11.26065,Entire home/apt,110,1,329,2023-06-17,3.37,2,224,54,
6825285,Rental unit in Florence · ★4.95 · 1 bedroom · 1 bed · 1 bath,30894007,Antonio,,Rifredi,43.79472,11.23003,Entire home/apt,76,2,213,2023-06-18,2.47,1,156,35,
6826274,Rental unit in Florence · ★4.33 · 1 bedroom · 2 beds · 1 private bath,35757269,Primetta,,Gavinana Galluzzo,43.75842,11.28932,Private room,40,7,60,2017-07-15,0.63,1,0,0,
6826463,Rental unit in Florence · ★4.40 · 2 bedrooms · 1 bath,35758279,Alessio,,Centro Storico,43.76911,11.25509,Entire home/apt,68,2,324,2023-06-02,3.32,1,117,44,
6827175,Rental unit in Florence · ★4.56 · 1 bedroom · 1 bed · 1 bath,35766074,Lorenzo,,Isolotto Legnaia,43.76914,11.20808,Entire home/apt,60,2,39,2018-09-19,0.40,1,0,0,
6830559,Rental unit in Florence · ★4.79 · 2 bedrooms · 5 beds · 2 baths,35782823,Nadia E Laurent,,Centro Storico,43.76766,11.24237,Entire home/apt,140,2,181,2023-06-19,1.90,1,168,23,
6830575,Rental unit in Florence · ★4.74 · 1 bedroom · 2 beds · 1.5 baths,35782376,Giulia,,Centro Storico,43.7684,11.24433,Entire home/apt,70,3,228,2023-06-16,2.38,1,251,44,
6833611,Rental unit in Florence · ★4.89 · 1 bedroom · 1 bed · 1 bath,8966009,Letizia,,Centro Storico,43.77157,11.25943,Entire home/apt,80,3,9,2020-09-21,0.09,2,0,0,
6840783,Rental unit in Florence · ★4.61 · 1 bedroom · 2 beds · 1 bath,347187,Carlotta,,Campo di Marte,43.78456,11.32495,Entire home/apt,70,4,33,2022-09-11,0.36,2,215,7,
6852957,Rental unit in Florence · 1 bedroom · 2 beds · 1 bath,14443761,Frano,,Campo di Marte,43.7916,11.26507,Entire home/apt,90,5,2,2023-06-07,0.02,1,79,1,
6859109,Rental unit in Florence · 1 bedroom · 2 beds · 1 bath,8807165,Riccardo,,Rifredi,43.79334,11.21359,Private room,35,1,0,,,1,188,0,
6863949,Rental unit in Florence · ★4.87 · 1 bedroom · 2 beds · 1 bath,35968350,Michele,,Centro Storico,43.77007,11.25851,Entire home/apt,83,3,151,2018-11-19,1.55,10,0,0,
6879657,Rental unit in Florence · ★3.79 · 1 bedroom · 3 beds · 1 shared bath,11601081,Cristina,,Centro Storico,43.77462,11.25248,Private room,49,2,14,2023-05-15,0.28,6,341,4,
6881529,Rental unit in Florence · ★4.90 · 1 bedroom · 1 bed · 1 bath,14299424,Gemma E Giovanna,,Centro Storico,43.77001,11.26302,Entire home/apt,125,1,395,2023-06-18,4.11,1,212,64,
6907408,Rental unit in Florence · ★4.89 · 2 bedrooms · 1 bed · 1 bath,36198202,Chiara,,Centro Storico,43.76884,11.25767,Entire home/apt,82,3,263,2023-06-09,3.02,1,69,49,
6923663,Rental unit in Florence · ★4.90 · 2 bedrooms · 2 beds · 1 bath,380378,Officina 360,,Centro Storico,43.7688,11.25393,Entire home/apt,382,1,195,2023-05-04,2.01,27,299,13,
6928101,Condo in Florence · ★4.09 · 3 bedrooms · 6 beds · 3 baths,4125114,Casa Rovai,,Centro Storico,43.77129,11.26365,Entire home/apt,572,2,23,2022-11-20,0.24,6,325,10,
6928110,Condo in Florence · ★4.0 · Studio · 1 bed · 1 bath,36319501,Chiarella,,Campo di Marte,43.77622,11.29286,Entire home/apt,70,5,4,2023-06-14,0.04,1,90,1,048017LTN7054
6931900,Loft in Florence · ★4.91 · Studio · 1 bed · 1 bath,4695775,Stefano,,Centro Storico,43.77126,11.26352,Entire home/apt,121,2,802,2023-06-20,8.56,1,275,84,
6933800,Aparthotel in Florence · Studio · 1 bed · 1 bath,36351581,Stefania,,Centro Storico,43.76846,11.24715,Hotel room,246,2,1,2021-08-06,0.04,1,200,0,
6950609,Rental unit in Florence · ★4.67 · 3 bedrooms · 5 beds · 4 baths,4156491,Apartments Florence,,Centro Storico,43.76275,11.24454,Entire home/apt,774,3,9,2020-08-21,0.09,90,47,0,048017LTN4034
6952320,Condo in Florence · ★4.34 · 1 bedroom · 2 beds · 1 bath,18557896,Niccolò,,Centro Storico,43.77797,11.2529,Entire home/apt,90,2,335,2023-06-17,3.49,3,87,54,048017LTN0103
6968071,Condo in Florence · ★4.56 · 2 bedrooms · 3 beds · 1 bath,36534942,Lorenzo,,Centro Storico,43.76784,11.26448,Entire home/apt,100,2,18,2022-08-23,0.19,1,172,3,
6980770,Rental unit in Florence · ★4.67 · 2 bedrooms · 2 beds · 2 baths,488317,Diana,,Centro Storico,43.77546,11.25414,Entire home/apt,196,1,105,2023-05-24,1.12,37,197,26,048017LTN3311
6984990,Rental unit in Florence · ★4.74 · 2 bedrooms · 2 beds · 1 bath,488317,Diana,,Centro Storico,43.76894,11.26294,Entire home/apt,209,1,34,2023-06-01,0.38,37,233,11,048017LTN3201
6991202,Rental unit in Florence · ★5.0 · 1 bedroom · 1 bed · 1 bath,23517955,Giovanna,,Centro Storico,43.76401,11.24284,Entire home/apt,120,12,4,2018-01-25,0.04,1,284,0,
6997261,Loft in Florence · ★4.64 · 1 bedroom · 1 bed · 1 bath,23069717,Barbara,,Centro Storico,43.77646,11.23999,Entire home/apt,144,3,471,2023-06-01,4.85,3,2,44,048017LTI8248
7004242,Rental unit in Florence · ★4.88 · 2 bedrooms · 4 beds · 1 bath,36656453,Teresita,,Centro Storico,43.77507,11.25261,Entire home/apt,103,2,222,2023-06-21,2.31,1,64,82,
7007644,Rental unit in Florence · ★4.93 · 1 bedroom · 1 bed · 1 bath,36733952,Stefano,,Campo di Marte,43.79075,11.2689,Private room,48,3,70,2023-04-21,0.74,1,205,11,
7013113,Rental unit in Florence · 3 bedrooms · 4 beds · 1 bath,11816313,Leonardo,,Centro Storico,43.77762,11.25417,Entire home/apt,70,3,1,2017-06-26,0.01,1,0,0,
7014955,Rental unit in Florence · ★4.78 · 1 bedroom · 2 beds · 1 bath,5412484,Germana,,Centro Storico,43.77165,11.26747,Entire home/apt,90,3,38,2019-04-25,0.39,1,71,0,
7016174,Rental unit in Florence · ★5.0 · 1 bedroom · 2 beds · 1 bath,36779638,Pierpaolo,,Centro Storico,43.77286,11.24393,Entire home/apt,230,1,239,2023-06-10,2.47,1,186,32,
7017951,Rental unit in Florence · ★4.86 · 2 bedrooms · 3 beds · 1 bath,36787424,Ida &E+E,,Isolotto Legnaia,43.77113,11.21225,Entire home/apt,86,3,22,2023-01-05,0.23,1,3,6,
7018073,Rental unit in Florence · ★4.69 · 1 bedroom · 1 bed · 1 bath,29211551,Fernando&Federico,,Centro Storico,43.77327,11.24766,Entire home/apt,70,2,580,2023-06-20,5.98,1,16,99,
7029744,Rental unit in Florence · ★4.57 · 2 bedrooms · 3 beds · 1 bath,36853293,Costanza,,Centro Storico,43.76867,11.24528,Entire home/apt,90,1,128,2023-05-14,1.37,1,264,26,
7039526,Loft in Florence · ★4.72 · 1 bedroom · 1 bed · 1 private bath,1091607,Daniele & Clara,,Centro Storico,43.76911,11.24045,Private room,93,2,409,2023-06-19,4.26,10,244,68,
7040198,Rental unit in Florence · ★4.90 · 2 bedrooms · 2 beds · 1 bath,24336629,Marco,,Centro Storico,43.77076,11.25946,Entire home/apt,250,3,130,2023-06-12,1.38,1,327,23,
7040988,Rental unit in Florence · ★4.81 · 1 bedroom · 2 beds · 1 bath,9641979,Ilaria,,Centro Storico,43.76771,11.25637,Entire home/apt,201,2,226,2023-05-28,2.34,6,58,34,048017LTN5561
7046139,Rental unit in Florence · 3 bedrooms · 5 beds · 1.5 baths,1523950,Giulia,,Centro Storico,43.77459,11.24842,Entire home/apt,100,5,0,,,1,0,0,
7050688,Rental unit in Florence · 3 bedrooms · 3 beds · 2 baths,36975173,Francesco,,Campo di Marte,43.77622,11.27439,Entire home/apt,150,3,0,,,1,0,0,
7056794,Rental unit in Florence · ★4.85 · 2 bedrooms · 6 beds · 2 baths,11316647,Umberto,,Centro Storico,43.76769,11.26036,Entire home/apt,179,3,28,2023-04-17,0.30,2,163,10,
7059266,Condo in Florence · 1 bedroom · 1 bed · 1 bath,369018,Guido,,Centro Storico,43.77244,11.26462,Entire home/apt,150,3,1,2016-01-03,0.01,2,205,0,
7062059,Rental unit in Florence · 1 bedroom · 2 beds · 2 baths,37030718,Matteo,,Centro Storico,43.77189,11.25013,Private room,25,1,1,2015-07-09,0.01,1,0,0,
7064311,Condo in Florence · ★4.70 · 3 bedrooms · 6 beds · 2 baths,27720000,Nicole,,Centro Storico,43.77464,11.25172,Entire home/apt,230,2,70,2020-03-14,1.20,1,278,0,
7069856,Rental unit in Florence · ★4.38 · 1 bedroom · 3 beds · 1.5 baths,11601081,Cristina,,Centro Storico,43.77535,11.25378,Private room,49,5,78,2023-04-30,0.80,6,319,19,
7079872,Home in Florence · ★4.58 · 1 bedroom · 1 bed · 1 bath,37117686,Francesco,,Campo di Marte,43.77667,11.28781,Entire home/apt,87,1,62,2023-06-18,0.66,1,276,5,
7081845,Rental unit in Florence · ★5.0 · 1 bedroom · 2 beds · 1 bath,37124625,Ferruccio,,Centro Storico,43.76789,11.24075,Entire home/apt,70,3,3,2015-09-07,0.03,1,0,0,
7084829,Rental unit in Florence · ★4.83 · 1 bedroom · 1 bed · 1 bath,26478188,Kay,,Centro Storico,43.76743,11.25189,Entire home/apt,136,3,140,2023-06-08,1.46,3,263,47,
7085241,Rental unit in Florence · ★4.95 · 1 bedroom · 1 bed · 1 bath,37138652,Anette,,Centro Storico,43.7837,11.2284,Entire home/apt,139,2,22,2023-06-02,0.29,3,49,5,
7087536,Rental unit in Florence · ★4.85 · 1 bedroom · 1 bed · 1 bath,22560488,Sebastiano,,Centro Storico,43.76606,11.25592,Entire home/apt,269,1,104,2023-06-14,1.10,7,264,40,
7089339,Rental unit in Florence · 2 bedrooms · 2 beds · 2 baths,9301837,Marco,,Isolotto Legnaia,43.76883,11.21699,Entire home/apt,108,1,0,,,1,0,0,
7098072,Rental unit in Florence · ★4.97 · Studio · 2 beds · 1 bath,1169561,Silverio,,Campo di Marte,43.76662,11.27317,Entire home/apt,72,2,73,2023-05-28,0.83,3,110,14,
7106572,Rental unit in Florence · ★4.80 · 1 bedroom · 1 bed · 1 bath,37231582,Sonia E Agata,,Gavinana Galluzzo,43.76219,11.27839,Entire home/apt,123,2,151,2023-06-21,1.57,1,147,14,
7109604,Rental unit in Florence · ★4.33 · 1 bedroom · 1 bed · 1 bath,4156491,Apartments Florence,,Centro Storico,43.76995,11.25574,Entire home/apt,600,4,6,2022-09-28,0.06,90,337,1,048017LTN4049
7111492,Rental unit in Florence · ★4.91 · 1 bedroom · 2 beds · 1 bath,36416824,Niccolo,,Centro Storico,43.78806,11.23473,Entire home/apt,97,3,200,2023-06-04,2.07,2,14,26,
7112617,Rental unit in Florence · 1 bedroom · 1 bed · Half-bath,17780179,Salvatore,,Gavinana Galluzzo,43.76495,11.28035,Private room,29,14,0,,,1,0,0,
7119829,Rental unit in Florence · ★4.0 · 1 bedroom · 1 bed · 1 bath,4156491,Apartments Florence,,Centro Storico,43.77209,11.25349,Entire home/apt,242,3,5,2022-08-15,0.07,90,16,1,
7125337,Rental unit in Florence · 2 bedrooms · 3 beds · 2.5 baths,37251648,Alisa,,Centro Storico,43.77089,11.26138,Entire home/apt,200,3,0,,,1,0,0,
7138708,Rental unit in Florence · ★4.95 · 2 bedrooms · 3 beds · 2 baths,1702993,Marusca,,Centro Storico,43.77415,11.2508,Entire home/apt,164,3,112,2023-06-05,1.18,6,241,37,
7141111,Rental unit in Florence · ★4.70 · 1 bedroom · 3 beds · 1 private bath,34525220,Giorgio,,Centro Storico,43.77451,11.25212,Private room,162,1,247,2023-06-17,2.61,12,2,19,
7141888,Rental unit in Florence · ★4.99 · 1 bedroom · 2 beds · 1 bath,1169561,Silverio,,Campo di Marte,43.76663,11.27152,Entire home/apt,75,2,121,2023-05-17,1.29,3,121,27,
7152415,Rental unit in Florence · ★4.93 · 1 bedroom · 1 bed · 1 bath,8965254,Lisa & Matilde,,Centro Storico,43.76939,11.25523,Entire home/apt,110,2,270,2023-06-17,2.80,1,67,33,
7155230,Rental unit in Florence · ★4.33 · 2 bedrooms · 4 beds · 2 baths,4156491,Apartments Florence,,Centro Storico,43.76252,11.24458,Entire home/apt,380,3,3,2021-08-10,0.04,90,0,0,
7156850,Condo in Florence · ★4.83 · 1 bedroom · 1 bed · 1 bath,7219613,Italo,,Centro Storico,43.78364,11.23109,Entire home/apt,38,30,12,2022-07-02,0.13,1,22,2,
7157402,Rental unit in Florence · ★4.93 · 1 bedroom · 2 beds · 1 bath,3191681,Antonio,,Centro Storico,43.76802,11.25713,Entire home/apt,125,3,258,2023-06-01,2.71,2,224,18,
7163950,Villa in Florence · 4 bedrooms · 5 beds · 4 baths,14232488,Lisa,,Gavinana Galluzzo,43.748,11.2825,Entire home/apt,1700,4,0,,,1,0,0,
7169036,Condo in Florence · ★4.71 · 2 bedrooms · 2 beds · 1 shared bath,16922250,Giuliano Bolognesi,,Centro Storico,43.76911,11.26008,Private room,38,2,39,2021-08-29,0.43,3,0,0,
7169466,Condo in Florence · ★4.43 · 1 bedroom · 3 beds · 1 bath,37551452,Pietro,,Rifredi,43.80635,11.24045,Entire home/apt,70,5,7,2022-06-20,0.07,1,183,0,
7169528,Condo in Florence · ★4.67 · 2 bedrooms · 3 beds · 1 bath,1778421,Guido,,Rifredi,43.80416,11.24196,Entire home/apt,120,6,6,2023-05-31,0.06,4,183,2,
7183408,Rental unit in Florence · ★4.19 · 1 bedroom · 1 bed · 1 bath,18136435,Leonardo,,Centro Storico,43.76981,11.26816,Private room,100,2,219,2020-02-20,2.27,1,46,0,
7195741,Rental unit in Florence · ★4.79 · 1 bedroom · 1 bed · 1 private bath,24174798,Saveria,,Centro Storico,43.77844,11.2413,Private room,60,1,83,2022-10-31,0.91,4,83,14,
7200247,Rental unit in Florence · ★4.72 · 2 bedrooms · 4 beds · 1 bath,37701384,Antonia,,Centro Storico,43.78818,11.22895,Entire home/apt,70,1,26,2020-01-02,0.27,2,0,0,
7201522,Condo in Florence · 1 bedroom · 1 bed · 1 shared bath,37641645,Giuseppe,,Centro Storico,43.76568,11.24678,Private room,59,6,2,2022-09-04,0.10,1,67,1,
7202508,Loft in Florence · ★4.80 · 1 bedroom · 1 bed · 1 bath,37713543,Erica,,Centro Storico,43.76955,11.26166,Entire home/apt,119,2,102,2023-02-26,1.09,1,269,18,
7216233,Rental unit in Florence · ★4.71 · Studio · 1 bed · 1 bath,5572398,Cristina E Raffaele,,Centro Storico,43.77301,11.25818,Entire home/apt,160,2,94,2023-06-16,1.02,15,43,30,
7219596,Rental unit in Florence · ★4.80 · Studio · 2 beds · 1.5 baths,5572398,Cristina E Raffaele,,Centro Storico,43.77477,11.25829,Entire home/apt,250,2,5,2022-06-24,0.05,15,0,1,
7225089,Rental unit in Florence · ★4.68 · 1 bedroom · 1 bed · 1 bath,488317,Diana,,Centro Storico,43.77534,11.2541,Entire home/apt,153,1,60,2023-05-24,0.64,37,208,18,048017LTN3288
7230954,Condo in Florence · ★4.86 · 2 bedrooms · 2 beds · 1 bath,37861379,Antonella E Sandra,,Centro Storico,43.77253,11.26613,Entire home/apt,120,5,169,2023-06-16,1.76,1,245,16,
7244159,Rental unit in Florence · ★4.83 · 2 bedrooms · 2 beds · 2 baths,11455596,Cristina,,Centro Storico,43.76811,11.2572,Entire home/apt,111,3,110,2023-06-14,1.15,2,235,29,
7256470,Rental unit in Florence · ★4.98 · 3 bedrooms · 5 beds · 2 baths,10650896,Liana,,Centro Storico,43.77309,11.26453,Entire home/apt,467,3,269,2023-06-11,3.57,2,74,47,CIR 048017LTN2520
7278242,Condo in Florence · ★4.86 · 1 bedroom · 3 beds · 2 shared baths,9209562,Manuel,,Isolotto Legnaia,43.77211,11.22211,Private room,25,120,36,2023-05-14,0.37,5,49,2,
7281719,Rental unit in Florence · ★4.67 · Studio · 3 beds · 1 bath,17095486,Sibilla,,Centro Storico,43.77002,11.26554,Entire home/apt,130,3,3,2022-09-27,0.03,17,356,2,048017LTN7220
7298202,Rental unit in Florence · ★4.82 · Studio · 1 bed · 1 bath,38226944,Giovanna,,Centro Storico,43.77119,11.2564,Entire home/apt,221,2,368,2023-05-28,3.82,3,312,33,38226944
7317517,Rental unit in FIRENZE · ★3.80 · 3 bedrooms · 4 beds · 1 bath,30094188,Cinzia,,Rifredi,43.78775,11.24724,Entire home/apt,70,1,5,2016-06-19,0.05,2,0,0,
7319844,Rental unit in Florence · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,38346714,Salvatore,,Centro Storico,43.77694,11.25037,Private room,35,2,236,2020-03-18,2.46,1,0,0,
7352295,Condo in Florence · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,9128898,Chiara,,Rifredi,43.80318,11.23633,Private room,55,2,312,2023-06-20,3.31,2,36,60,
7358166,Rental unit in Florence · ★4.37 · 2 bedrooms · 1 bed · 1.5 shared baths,9137092,Silvia,,Centro Storico,43.76834,11.26188,Private room,70,5,27,2022-08-29,0.30,12,80,1,
7359327,Rental unit in Florence · ★4.48 · 1 bedroom · 2 beds · 1 bath,9137092,Silvia,,Centro Storico,43.77036,11.26591,Private room,64,3,44,2022-11-04,0.46,12,107,9,
7377408,Place to stay in Florence · 1 bedroom · 1 bed · 1 shared bath,37882812,荻,,Centro Storico,43.77975,11.26122,Shared room,23,1,0,,,1,0,0,
